,Prev_Team,Prev_Season,Prev_Round,Prev_Opposition,Prev_Margin,Prev_Venue,Prev_Score,Prev_Disposals,Prev_Kicks,Prev_Marks,Prev_Handballs,Prev_Goals,Prev_Hitouts,Prev_Tackles,Prev_Rebound50s,Prev_Inside50s,Prev_Clearances,Prev_Clangers,Prev_ContendedPossessions,Prev_UncontendedPossessions,Prev_ContestedMarks,Prev_MarksInside50,Prev_GoalAssists,Prev_OnePercenters,Prev_cusum_margin,Prev_cusum_Score,Prev_WinLoss,Curr_Round,Curr_Opposition,Curr_Venue,Curr_WinLoss
1133,Greater Western Sydney,2014,11,Hawthorn,-7,M.C.G.,87,15.77272727,9.727272727,3.181818182,6.045454545,0.590909091,2.545454545,4.681818182,2,2.045454545,2.409090909,2.954545455,7.090909091,8,0.272727273,0.5,0.409090909,2.772727273,-341,817,L,12,Essendon,Sydney Showground,L
1134,Greater Western Sydney,2014,12,Essendon,-15,Sydney Showground,66,16.86363636,10.63636364,4.727272727,6.227272727,0.409090909,1.818181818,2.818181818,1.681818182,2.590909091,1.409090909,1.954545455,5.863636364,10.63636364,0.227272727,0.318181818,0.318181818,2.454545455,-356,883,L,13,Brisbane Lions,Gabba,W
1135,Greater Western Sydney,2014,13,Brisbane Lions,45,Gabba,125,17.81818182,10.59090909,4.727272727,7.227272727,0.863636364,1.954545455,3.318181818,1.227272727,2.772727273,2.363636364,1.863636364,6,11.31818182,0.545454545,0.636363636,0.590909091,2.318181818,-311,1008,W,14,Carlton,Sydney Showground,W
1136,Greater Western Sydney,2014,14,Carlton,8,Sydney Showground,100,16.09090909,9.545454545,4.090909091,6.545454545,0.681818182,2.636363636,3.5,1.409090909,2.636363636,2.045454545,1.863636364,6.818181818,9.045454545,0.636363636,0.363636364,0.409090909,2.272727273,-303,1108,W,15,Sydney,S.C.G.,L
1137,Greater Western Sydney,2014,15,Sydney,-46,S.C.G.,60,16.27272727,8.454545455,3.363636364,7.818181818,0.363636364,1.818181818,3.409090909,1.590909091,1.909090909,1.545454545,2.136363636,6,10.22727273,0.181818182,0.318181818,0.272727273,1.454545455,-349,1168,L,16,Adelaide,Sydney Showground,L
1138,Greater Western Sydney,2014,16,Adelaide,-68,Sydney Showground,72,15.22727273,8.272727273,3.409090909,6.954545455,0.409090909,1.727272727,2.545454545,1.818181818,2.090909091,1.772727273,2,5.772727273,9.227272727,0.227272727,0.5,0.136363636,2.272727273,-417,1240,L,17,Fremantle,Subiaco,L
1139,Greater Western Sydney,2014,17,Fremantle,-76,Subiaco,60,16.77272727,8.454545455,4.181818182,8.318181818,0.409090909,1.363636364,2.954545455,1.590909091,1.318181818,1.409090909,1.818181818,4.818181818,11.77272727,0.318181818,0.363636364,0.318181818,1.727272727,-493,1300,L,18,Geelong,Sydney Showground,L
1140,Greater Western Sydney,2014,18,Geelong,-7,Sydney Showground,87,16.68181818,9.318181818,4.454545455,7.363636364,0.545454545,1.5,2.181818182,1.681818182,2.409090909,1.909090909,1.636363636,6,10.72727273,0.363636364,0.636363636,0.318181818,2.090909091,-500,1387,L,19,Richmond,M.C.G.,L
1141,Greater Western Sydney,2014,19,Richmond,-27,M.C.G.,62,16.27272727,8.954545455,4.863636364,7.318181818,0.363636364,1.272727273,2.454545455,1.863636364,2,1.409090909,2.136363636,4.454545455,11.59090909,0.363636364,0.545454545,0.181818182,1.909090909,-527,1449,L,20,North Melbourne,Manuka Oval,L
1142,Greater Western Sydney,2014,20,North Melbourne,-75,Manuka Oval,51,15,8.045454545,4.545454545,6.954545455,0.318181818,1.363636364,1.727272727,1.5,1.545454545,1.272727273,2.045454545,4.636363636,10.40909091,0.5,0.318181818,0.227272727,1.590909091,-602,1500,L,21,Melbourne,M.C.G.,W
1143,Greater Western Sydney,2014,21,Melbourne,64,M.C.G.,98,18.13636364,11.13636364,6.045454545,7,0.681818182,1.272727273,2.863636364,1.727272727,1.909090909,1.363636364,1.863636364,5.363636364,12.59090909,0.5,0.227272727,0.363636364,1.727272727,-538,1598,W,22,Collingwood,Sydney Showground,L
1144,Greater Western Sydney,2014,22,Collingwood,-8,Sydney Showground,67,17.13636364,9.363636364,3.136363636,7.772727273,0.409090909,2.272727273,4,2,2.090909091,2.181818182,2.227272727,7.272727273,9.636363636,0.181818182,0.318181818,0.272727273,3.045454545,-546,1665,L,23,Western Bulldogs,Docklands,W
1145,Greater Western Sydney,2014,23,Western Bulldogs,6,Docklands,115,16.04545455,9.363636364,4.5,6.681818182,0.818181818,1.727272727,2.863636364,1.954545455,2,1.409090909,2.045454545,5.727272727,10.31818182,0.272727273,0.409090909,0.545454545,2.272727273,-540,1780,W,1,St Kilda,Docklands,W
1146,Greater Western Sydney,2015,1,St Kilda,9,Docklands,87,16.04545455,8.5,4.181818182,7.545454545,0.545454545,1.954545455,1.909090909,1.818181818,2.363636364,1.545454545,2.090909091,5.545454545,10.54545455,0.590909091,0.454545455,0.363636364,2.318181818,9,87,W,2,Melbourne,Manuka Oval,W
1147,Greater Western Sydney,2015,2,Melbourne,45,Manuka Oval,101,16.18181818,9.136363636,3.727272727,7.045454545,0.681818182,1.954545455,3.545454545,1.090909091,2.818181818,2.272727273,2.136363636,6.227272727,10,0.409090909,0.5,0.5,1.409090909,54,188,W,3,Sydney,S.C.G.,L
1148,Greater Western Sydney,2015,3,Sydney,-21,S.C.G.,90,18.45454545,9.681818182,4.636363636,8.772727273,0.545454545,1.681818182,2.5,1.636363636,2.272727273,1.545454545,1.863636364,6.181818182,12.77272727,0.181818182,0.318181818,0.318181818,1.636363636,33,278,L,4,Gold Coast,Manuka Oval,W
1149,Greater Western Sydney,2015,4,Gold Coast,66,Manuka Oval,119,20.86363636,10.72727273,4.454545455,10.13636364,0.727272727,2,2.590909091,1.909090909,2.727272727,1.909090909,1.772727273,7.272727273,13.36363636,0.454545455,0.863636364,0.636363636,2.5,99,397,W,5,West Coast,Subiaco,L
1150,Greater Western Sydney,2015,5,West Coast,-87,Subiaco,33,16.95454545,8.954545455,4.181818182,8,0.181818182,1.363636364,3.090909091,1.681818182,1.681818182,1.545454545,2.590909091,5.090909091,11.68181818,0.227272727,0.318181818,0.181818182,2.181818182,12,430,L,6,Hawthorn,Sydney Showground,W
1151,Greater Western Sydney,2015,6,Hawthorn,10,Sydney Showground,108,15.81818182,8.727272727,3.681818182,7.090909091,0.727272727,1.954545455,3.363636364,1.863636364,2.409090909,1.636363636,2.318181818,6,9.272727273,0.454545455,0.409090909,0.5,1.772727273,22,538,W,7,Carlton,Docklands,W
1152,Greater Western Sydney,2015,7,Carlton,78,Docklands,135,19,10.09090909,5.272727273,8.909090909,0.863636364,2.272727273,2.136363636,0.954545455,3.636363636,1.590909091,1.5,5.909090909,13.04545455,0.863636364,0.954545455,0.454545455,1.409090909,100,673,W,8,Adelaide,Sydney Showground,W
1153,Greater Western Sydney,2015,8,Adelaide,24,Sydney Showground,108,17.86363636,8.954545455,4.454545455,8.909090909,0.727272727,2.409090909,3.090909091,1.227272727,2.272727273,1.545454545,1.863636364,5.045454545,12.45454545,0.363636364,0.772727273,0.5,1.909090909,124,781,W,9,Western Bulldogs,Docklands,L
1154,Greater Western Sydney,2015,9,Western Bulldogs,-45,Docklands,68,15,8.318181818,4.045454545,6.681818182,0.5,2.227272727,3.363636364,2.090909091,1.863636364,1.772727273,2.590909091,5.136363636,9.545454545,0.227272727,0.272727273,0.409090909,1.863636364,79,849,L,10,Brisbane Lions,Sydney Showground,W
1155,Greater Western Sydney,2015,10,Brisbane Lions,30,Sydney Showground,97,16,8.954545455,3.909090909,7.045454545,0.636363636,2.545454545,3.772727273,1.090909091,2.454545455,2.409090909,1.863636364,6,9.909090909,0.636363636,0.909090909,0.545454545,1.772727273,109,946,W,11,Collingwood,M.C.G.,L
1156,Greater Western Sydney,2015,11,Collingwood,-42,M.C.G.,77,18.04545455,9,4.227272727,9.045454545,0.5,1.727272727,3.454545455,1.636363636,1.909090909,1.772727273,2.227272727,5.681818182,12.31818182,0.318181818,0.818181818,0.5,2.090909091,67,1023,L,12,North Melbourne,Sydney Showground,L
1157,Greater Western Sydney,2015,12,North Melbourne,-56,Sydney Showground,61,15.31818182,9,4.818181818,6.318181818,0.363636364,1.045454545,3.363636364,1.727272727,2.090909091,1.363636364,2,5.227272727,9.863636364,0.454545455,0.272727273,0.181818182,1.590909091,11,1084,L,14,Richmond,M.C.G.,L
1158,Greater Western Sydney,2015,14,Richmond,-9,M.C.G.,69,14.09090909,9.5,4.636363636,4.590909091,0.454545455,1.681818182,3.045454545,1.772727273,1.681818182,1.681818182,2,5.136363636,8.727272727,0.590909091,0.454545455,0.272727273,2.272727273,2,1153,L,15,St Kilda,Sydney Showground,W
1159,Greater Western Sydney,2015,15,St Kilda,35,Sydney Showground,84,16.86363636,9.272727273,3.727272727,7.590909091,0.545454545,1.772727273,4.363636364,2.409090909,2.227272727,1.909090909,2.272727273,7.227272727,9.545454545,0.5,0.363636364,0.363636364,2.045454545,37,1237,W,16,Gold Coast,Carrara,W
1160,Greater Western Sydney,2015,16,Gold Coast,15,Carrara,94,17.45454545,10.31818182,5.5,7.136363636,0.590909091,2.227272727,2.818181818,1.090909091,2.409090909,2.045454545,1.772727273,5.772727273,11.59090909,0.545454545,0.590909091,0.5,1.681818182,52,1331,W,17,Geelong,Manuka Oval,L
1161,Greater Western Sydney,2015,17,Geelong,-27,Manuka Oval,42,16.04545455,9.045454545,3.818181818,7,0.272727273,1.863636364,2.636363636,1.818181818,1.863636364,1.545454545,2.454545455,5.909090909,10.13636364,0.363636364,0.454545455,0.136363636,1.863636364,25,1373,L,18,Fremantle,Subiaco,L
1162,Greater Western Sydney,2015,18,Fremantle,-21,Subiaco,63,15.22727273,9.227272727,5,6,0.409090909,0.954545455,3.636363636,1.727272727,1.363636364,1.227272727,2.181818182,5.363636364,9.818181818,0.681818182,0.136363636,0.227272727,1.909090909,4,1436,L,19,Essendon,Sydney Showground,W
1163,Greater Western Sydney,2015,19,Essendon,32,Sydney Showground,93,14.95454545,8.909090909,4.045454545,6.045454545,0.636363636,1.409090909,2.909090909,2.136363636,2.045454545,1.318181818,2.045454545,4.727272727,9.909090909,0.545454545,0.681818182,0.409090909,2.227272727,36,1529,W,20,Port Adelaide,Adelaide Oval,L
1164,Greater Western Sydney,2015,20,Port Adelaide,-21,Adelaide Oval,90,14.40909091,7.272727273,2.590909091,7.136363636,0.590909091,1.909090909,3,2.045454545,1.954545455,2.090909091,2.227272727,5.954545455,8.363636364,0.454545455,0.5,0.454545455,2.318181818,15,1619,L,21,Sydney,Sydney Showground,L
1165,Greater Western Sydney,2015,21,Sydney,-89,Sydney Showground,44,16.59090909,8.181818182,3.181818182,8.409090909,0.272727273,1.818181818,2.545454545,2.090909091,1.863636364,1.545454545,2.363636364,6.227272727,10,0.227272727,0.272727273,0.227272727,1.818181818,-74,1663,L,22,Carlton,Sydney Showground,W
1166,Greater Western Sydney,2015,22,Carlton,81,Sydney Showground,132,17.72727273,9.545454545,4.545454545,8.181818182,0.909090909,1.909090909,3.636363636,1.272727273,3.363636364,1.772727273,1.727272727,6.136363636,11.31818182,0.5,1.090909091,0.681818182,1.409090909,7,1795,W,23,Melbourne,Docklands,L
1167,Greater Western Sydney,2015,23,Melbourne,-26,Docklands,77,15,8,3.181818182,7,0.5,1.363636364,2.727272727,2,2,1.545454545,2.318181818,5.909090909,8.909090909,0.545454545,0.409090909,0.181818182,2.136363636,-19,1872,L,1,Melbourne,M.C.G.,L
1168,Greater Western Sydney,2016,1,Melbourne,-2,M.C.G.,78,16.86363636,9.5,4.318181818,7.363636364,0.454545455,1.227272727,2.272727273,1.909090909,2.272727273,1.409090909,2.5,6.227272727,10.40909091,0.727272727,0.636363636,0.318181818,2.727272727,-2,78,L,2,Geelong,Manuka Oval,W
1169,Greater Western Sydney,2016,2,Geelong,13,Manuka Oval,89,17.86363636,9.590909091,4.181818182,8.272727273,0.590909091,1.863636364,2.590909091,1.545454545,2.545454545,1.772727273,1.590909091,6.727272727,11.04545455,0.363636364,0.590909091,0.545454545,2.272727273,11,167,W,3,Sydney,S.C.G.,L
1170,Greater Western Sydney,2016,3,Sydney,-25,S.C.G.,68,17.45454545,9.090909091,3.545454545,8.363636364,0.454545455,1.727272727,3.5,2.318181818,2.136363636,1.727272727,3,6.727272727,10.95454545,0.363636364,0.409090909,0.272727273,2.272727273,-14,235,L,4,Port Adelaide,Manuka Oval,W
1171,Greater Western Sydney,2016,4,Port Adelaide,86,Manuka Oval,151,17.40909091,10,4.545454545,7.409090909,1,1.909090909,2.454545455,1.272727273,3.409090909,2.045454545,1.954545455,5.954545455,11.31818182,0.590909091,0.636363636,0.681818182,1.636363636,72,386,W,5,St Kilda,Docklands,W
1172,Greater Western Sydney,2016,5,St Kilda,47,Docklands,126,19.04545455,10.45454545,5.181818182,8.590909091,0.863636364,1.772727273,2.681818182,1.818181818,2.863636364,1.772727273,2.409090909,6.954545455,12.63636364,0.681818182,0.590909091,0.681818182,2.681818182,119,512,W,6,Hawthorn,Sydney Showground,W
1173,Greater Western Sydney,2016,6,Hawthorn,75,Sydney Showground,158,18.77272727,10.59090909,4.863636364,8.181818182,1.090909091,1.954545455,2.863636364,1.545454545,2.545454545,2.136363636,2.272727273,6.954545455,11.40909091,0.909090909,0.727272727,0.727272727,1.727272727,194,670,W,7,Fremantle,Subiaco,W
1174,Greater Western Sydney,2016,7,Fremantle,18,Subiaco,95,16.45454545,9.363636364,3.5,7.090909091,0.636363636,2.5,3.590909091,1.590909091,2.045454545,2.136363636,2.045454545,7.136363636,9.090909091,0.5,0.363636364,0.409090909,2.818181818,212,765,W,8,Gold Coast,Sydney Showground,W
1175,Greater Western Sydney,2016,8,Gold Coast,91,Sydney Showground,149,19.90909091,11.13636364,5.045454545,8.772727273,1,2,2.590909091,1.136363636,3.136363636,2.227272727,1.681818182,7.318181818,12.68181818,0.454545455,0.681818182,0.727272727,1.681818182,303,914,W,9,Western Bulldogs,Sydney Showground,W
1176,Greater Western Sydney,2016,9,Western Bulldogs,25,Sydney Showground,98,18,11.36363636,6.5,6.636363636,0.681818182,2.090909091,3.772727273,1.818181818,2.318181818,1.636363636,2.227272727,5.863636364,12.04545455,0.636363636,0.545454545,0.5,2.045454545,328,1012,W,10,Adelaide,Adelaide Oval,L
1177,Greater Western Sydney,2016,10,Adelaide,-22,Adelaide Oval,85,17.68181818,9.818181818,4.409090909,7.863636364,0.590909091,1.681818182,2,1.954545455,2.363636364,1.227272727,2.272727273,6.590909091,11.13636364,0.545454545,0.5,0.363636364,2.227272727,306,1097,L,11,Geelong,Kardinia Park,L
1178,Greater Western Sydney,2016,11,Geelong,-10,Kardinia Park,88,16.27272727,10.18181818,4.090909091,6.090909091,0.636363636,2.318181818,3.590909091,2.636363636,2.181818182,2.090909091,3.272727273,6.545454545,9.227272727,0.181818182,0.363636364,0.409090909,2.545454545,296,1185,L,12,Sydney,Sydney Showground,W
1179,Greater Western Sydney,2016,12,Sydney,42,Sydney Showground,105,17.63636364,10.81818182,5.045454545,6.818181818,0.681818182,2.272727273,3.409090909,1.727272727,2.772727273,1.863636364,1.772727273,7.227272727,11.13636364,0.772727273,0.545454545,0.545454545,2.863636364,338,1290,W,13,Essendon,Docklands,W
1180,Greater Western Sydney,2016,13,Essendon,27,Docklands,117,17.04545455,9.727272727,4.136363636,7.318181818,0.772727273,1.818181818,2.681818182,1.818181818,2.727272727,1.590909091,2.545454545,6.545454545,10.77272727,0.590909091,0.409090909,0.545454545,2.090909091,365,1407,W,14,Carlton,Sydney Showground,W
1181,Greater Western Sydney,2016,14,Carlton,62,Sydney Showground,127,17.27272727,9.318181818,3.363636364,7.954545455,0.818181818,2.318181818,3.045454545,1.363636364,2.954545455,2.045454545,2.318181818,6.863636364,10.18181818,0.363636364,0.636363636,0.636363636,2.090909091,427,1534,W,16,Collingwood,Sydney Showground,L
1182,Greater Western Sydney,2016,16,Collingwood,-32,Sydney Showground,93,15.95454545,8.409090909,3.909090909,7.545454545,0.636363636,1.727272727,2.727272727,1.954545455,2.227272727,1.5,2.863636364,6.636363636,9.409090909,0.590909091,0.590909091,0.454545455,2.045454545,395,1627,L,17,Brisbane Lions,Gabba,W
1183,Greater Western Sydney,2016,17,Brisbane Lions,79,Gabba,146,20.22727273,11.40909091,3.727272727,8.818181818,1,2.136363636,3.909090909,1.772727273,3.5,2.363636364,2.772727273,9.090909091,11.13636364,0.545454545,0.954545455,0.681818182,2.090909091,474,1773,W,18,Port Adelaide,Adelaide Oval,W
1184,Greater Western Sydney,2016,18,Port Adelaide,19,Adelaide Oval,79,17.63636364,10.90909091,2.363636364,6.727272727,0.5,2.954545455,4.090909091,2.227272727,2.681818182,2.090909091,3.318181818,8.5,8.545454545,0.363636364,0.227272727,0.318181818,3.045454545,493,1852,W,19,Richmond,Manuka Oval,W
1185,Greater Western Sydney,2016,19,Richmond,88,Manuka Oval,111,17.86363636,9.681818182,4.909090909,8.181818182,0.772727273,1.636363636,3.136363636,1.590909091,2.909090909,1.727272727,2.590909091,5.909090909,11.86363636,0.227272727,0.727272727,0.590909091,1.545454545,581,1963,W,20,Gold Coast,Carrara,W
1186,Greater Western Sydney,2016,20,Gold Coast,8,Carrara,92,18.22727273,10.18181818,4.545454545,8.045454545,0.636363636,2.681818182,3.363636364,1.5,2.409090909,2,2.5,6.681818182,11.77272727,0.818181818,0.590909091,0.545454545,1.954545455,589,2055,W,21,West Coast,Sydney Showground,L
1187,Greater Western Sydney,2016,21,West Coast,-1,Sydney Showground,96,17.81818182,9.681818182,3.681818182,8.136363636,0.636363636,2.136363636,3.318181818,1.954545455,2.681818182,2,2.363636364,6.727272727,11.09090909,0.727272727,0.681818182,0.5,2.090909091,588,2151,L,22,Fremantle,Sydney Showground,W
1188,Greater Western Sydney,2016,22,Fremantle,92,Sydney Showground,129,18.59090909,10.45454545,4.727272727,8.136363636,0.863636364,1.818181818,3.454545455,1.136363636,3.136363636,1.772727273,2.181818182,7,11.59090909,0.454545455,0.772727273,0.636363636,1.863636364,680,2280,W,23,North Melbourne,Docklands,W
1189,Greater Western Sydney,2016,23,North Melbourne,37,Docklands,100,16.86363636,9.727272727,4.318181818,7.136363636,0.636363636,2,2.363636364,1.681818182,2.545454545,2.090909091,2,6.272727273,10.54545455,0.5,0.454545455,0.363636364,2,717,2380,W,23,Sydney,Stadium Australia,W
1190,Greater Western Sydney,2016,23,Sydney,36,Stadium Australia,91,17.13636364,9.363636364,4.181818182,7.772727273,0.545454545,1.636363636,4.363636364,2,2.909090909,1.545454545,2.818181818,6.818181818,10.31818182,0.545454545,0.590909091,0.318181818,2.454545455,753,2471,W,24,Western Bulldogs,Sydney Showground,L
1191,Greater Western Sydney,2016,24,Western Bulldogs,-6,Sydney Showground,83,16.31818182,8.636363636,3.636363636,7.681818182,0.545454545,2.636363636,3.363636364,2.318181818,2.045454545,1.727272727,2.772727273,6.545454545,9.954545455,0.5,0.363636364,0.363636364,3.090909091,747,2554,L,1,Collingwood,M.C.G.,W
1192,Hawthorn,2012,1,Collingwood,22,M.C.G.,137,16.77272727,9.363636364,4,7.409090909,0.909090909,1.909090909,3.409090909,1.590909091,2.590909091,1.681818182,1.818181818,6.5,10.31818182,0.454545455,0.590909091,0.636363636,2.590909091,22,137,W,2,Geelong,M.C.G.,L
1193,Hawthorn,2012,2,Geelong,-2,M.C.G.,90,15.5,9.818181818,2.909090909,5.681818182,0.590909091,1.636363636,3.772727273,1.5,2.5,1.772727273,2.863636364,7.272727273,7.818181818,0.318181818,0.363636364,0.5,2.272727273,20,227,L,3,Adelaide,M.C.G.,W
1194,Hawthorn,2012,3,Adelaide,56,M.C.G.,140,18.5,10.86363636,6.363636364,7.636363636,0.954545455,1.863636364,3.590909091,1.454545455,2.363636364,1.409090909,1.363636364,5.818181818,12.81818182,0.454545455,0.954545455,0.772727273,2,76,367,W,4,West Coast,Subiaco,L
1195,Hawthorn,2012,4,West Coast,-5,Subiaco,46,13.81818182,8.772727273,3.272727273,5.045454545,0.227272727,1.181818182,3.681818182,1.363636364,2.545454545,1.590909091,2.363636364,5.909090909,7.545454545,0.272727273,0.227272727,0.045454545,2.636363636,71,413,L,5,Sydney,York Park,L
1196,Hawthorn,2012,5,Sydney,-37,York Park,69,15.81818182,8.090909091,3.181818182,7.727272727,0.454545455,2.545454545,3.318181818,1.454545455,1.863636364,1.5,1.863636364,6.909090909,9.136363636,0.681818182,0.5,0.363636364,2.090909091,34,482,L,6,St Kilda,M.C.G.,W
1197,Hawthorn,2012,6,St Kilda,35,M.C.G.,123,17.77272727,10.72727273,5.318181818,7.045454545,0.818181818,1.863636364,2.727272727,1.227272727,2.454545455,1.636363636,2.136363636,5.909090909,12,0.409090909,0.727272727,0.409090909,2.863636364,69,605,W,7,Melbourne,M.C.G.,W
1198,Hawthorn,2012,7,Melbourne,66,M.C.G.,115,19.27272727,10.45454545,5,8.818181818,0.681818182,1.181818182,2.272727273,1.181818182,2.909090909,1.818181818,2.045454545,7.136363636,12.54545455,0.681818182,0.818181818,0.409090909,2.045454545,135,720,W,8,Fremantle,York Park,W
1199,Hawthorn,2012,8,Fremantle,56,York Park,119,18.13636364,10.68181818,4.818181818,7.454545455,0.772727273,1.136363636,2.454545455,1.227272727,3.045454545,2.181818182,1.863636364,6.454545455,12,0.363636364,0.454545455,0.363636364,2.681818182,191,839,W,9,Richmond,M.C.G.,L
1200,Hawthorn,2012,9,Richmond,-62,M.C.G.,75,15.86363636,9.181818182,3.636363636,6.681818182,0.454545455,1.818181818,3.636363636,1.818181818,2.363636364,1.772727273,2.363636364,6.227272727,9.227272727,0.454545455,0.545454545,0.181818182,1.772727273,129,914,L,10,North Melbourne,York Park,W
1201,Hawthorn,2012,10,North Melbourne,115,York Park,174,17.13636364,11.18181818,4.454545455,5.954545455,1.227272727,2.772727273,3.363636364,1.181818182,3.090909091,2.227272727,1.727272727,7.454545455,9.272727273,0.772727273,0.727272727,0.818181818,2.045454545,244,1088,W,11,Port Adelaide,Football Park,W
1202,Hawthorn,2012,11,Port Adelaide,46,Football Park,108,17.13636364,10.31818182,4.136363636,6.818181818,0.727272727,1.863636364,3.181818182,1.318181818,2.545454545,2.045454545,1.818181818,6.045454545,10.77272727,0.363636364,0.636363636,0.363636364,1.863636364,290,1196,W,12,Brisbane Lions,M.C.G.,W
1203,Hawthorn,2012,12,Brisbane Lions,65,M.C.G.,135,16.5,9.954545455,3,6.545454545,0.863636364,1.681818182,4.409090909,1.318181818,3.227272727,1.772727273,2.045454545,7.045454545,9.136363636,0.181818182,0.590909091,0.545454545,2.863636364,355,1331,W,14,Carlton,M.C.G.,W
1204,Hawthorn,2012,14,Carlton,50,M.C.G.,120,17.22727273,10.31818182,4.5,6.909090909,0.818181818,1.727272727,2.818181818,1.363636364,2.454545455,1.727272727,2.318181818,6.363636364,10.81818182,0.227272727,0.454545455,0.5,2.454545455,405,1451,W,15,Greater Western Sydney,M.C.G.,W
1205,Hawthorn,2012,15,Greater Western Sydney,162,M.C.G.,193,20.63636364,11.63636364,6,9,1.272727273,1.272727273,2.727272727,1.227272727,3.409090909,1.727272727,1.818181818,5.954545455,14.77272727,0.409090909,0.954545455,0.909090909,2.272727273,567,1644,W,16,Western Bulldogs,Docklands,W
1206,Hawthorn,2012,16,Western Bulldogs,72,Docklands,116,18.04545455,9.272727273,4,8.772727273,0.772727273,1.681818182,2.545454545,1.454545455,2.818181818,2.090909091,1.681818182,7.045454545,11.04545455,0.5,0.681818182,0.636363636,2.409090909,639,1760,W,17,Collingwood,M.C.G.,W
1207,Hawthorn,2012,17,Collingwood,47,M.C.G.,138,17.45454545,10.13636364,4,7.318181818,0.954545455,1.863636364,2.545454545,1.318181818,2.454545455,2.136363636,1.727272727,6.681818182,10.5,0.636363636,0.681818182,0.727272727,2.318181818,686,1898,W,18,Essendon,Docklands,W
1208,Hawthorn,2012,18,Essendon,94,Docklands,180,17.90909091,11.31818182,5.409090909,6.590909091,1.227272727,1.636363636,2.136363636,1.545454545,3.318181818,1.954545455,1.954545455,6.136363636,11.68181818,0.5,1.090909091,0.909090909,2.863636364,780,2078,W,19,Geelong,M.C.G.,L
1209,Hawthorn,2012,19,Geelong,-2,M.C.G.,116,14.90909091,8.863636364,2.909090909,6.045454545,0.772727273,2.545454545,3.590909091,1.272727273,2.272727273,1.954545455,1.454545455,6.818181818,8.409090909,0.227272727,0.409090909,0.454545455,2.181818182,778,2194,L,20,Port Adelaide,York Park,W
1210,Hawthorn,2012,20,Port Adelaide,72,York Park,159,17.5,9.954545455,5.090909091,7.545454545,1.090909091,1.681818182,2.590909091,1.136363636,2.863636364,1.636363636,1.363636364,5.409090909,12.09090909,0.318181818,0.727272727,0.772727273,1.772727273,850,2353,W,21,Gold Coast,M.C.G.,W
1211,Hawthorn,2012,21,Gold Coast,64,M.C.G.,129,20.63636364,10.27272727,4.454545455,10.36363636,0.863636364,2.318181818,2.818181818,0.909090909,3,2.181818182,2.272727273,6.727272727,13.68181818,0.272727273,0.681818182,0.590909091,1.818181818,914,2482,W,22,Sydney,S.C.G.,W
1212,Hawthorn,2012,22,Sydney,7,S.C.G.,102,15.22727273,9,3.045454545,6.227272727,0.681818182,2.272727273,2.545454545,1.681818182,2.636363636,2.181818182,2.454545455,7.227272727,8.272727273,0.272727273,0.272727273,0.5,3.5,921,2584,W,23,Collingwood,M.C.G.,W
1213,Hawthorn,2012,23,Collingwood,38,M.C.G.,135,16,9.181818182,2.545454545,6.818181818,0.909090909,1.590909091,3.272727273,1.318181818,2.909090909,2.272727273,2.136363636,7.545454545,8.409090909,0.363636364,0.545454545,0.545454545,3.590909091,959,2719,W,23,West Coast,M.C.G.,W
1214,Hawthorn,2012,23,West Coast,25,M.C.G.,95,16.63636364,9.954545455,3.909090909,6.681818182,0.636363636,0.863636364,2.727272727,1.727272727,2.409090909,1.863636364,1.863636364,6.5,9.954545455,0.318181818,0.545454545,0.545454545,2.681818182,984,2814,W,24,Adelaide,M.C.G.,W
1215,Hawthorn,2012,24,Adelaide,5,M.C.G.,97,16.22727273,9.409090909,4,6.818181818,0.590909091,1.5,2.727272727,0.954545455,2.909090909,1.545454545,2.227272727,6.409090909,10.18181818,0.363636364,0.5,0.454545455,2.363636364,989,2911,W,25,Sydney,M.C.G.,L
1216,Hawthorn,2012,25,Sydney,-10,M.C.G.,81,15.27272727,8.818181818,2.545454545,6.454545455,0.5,2.727272727,3.818181818,1.181818182,2.772727273,2.636363636,1.909090909,7.727272727,7.772727273,0.636363636,0.454545455,0.409090909,3,979,2992,L,1,Geelong,M.C.G.,L
1217,Hawthorn,2013,1,Geelong,-7,M.C.G.,86,18.40909091,9.818181818,3.727272727,8.590909091,0.545454545,1.454545455,2.409090909,1.863636364,3,1.681818182,2.272727273,7.136363636,11.13636364,0.227272727,0.590909091,0.454545455,2.545454545,-7,86,L,2,West Coast,Subiaco,W
1218,Hawthorn,2013,2,West Coast,50,Subiaco,148,16.27272727,9.681818182,3.5,6.590909091,1.045454545,2.136363636,2.954545455,0.818181818,2.818181818,1.863636364,1.909090909,6.909090909,9.272727273,0.454545455,0.545454545,0.409090909,1.818181818,43,234,W,3,Collingwood,M.C.G.,W
1219,Hawthorn,2013,3,Collingwood,55,M.C.G.,145,16.90909091,10.18181818,3.045454545,6.727272727,1,1.954545455,3.409090909,1.545454545,2.681818182,2.272727273,1.818181818,7.863636364,8.909090909,0.363636364,0.5,0.545454545,3.136363636,98,379,W,4,Fremantle,York Park,W
